SellerID,URL,Price,Year,Contact,Class,Category,Length,Make,Material,Fuel Type,Zip,Location,Engine Type
12703,https://www.boattrader.com/listing/2020-monterey-258ss-103683145/,Request a Price,2020,(636) 206-8813,Power," Bowrider, Runabouts, Deck Boats",25',Monterey,Fiberglass,Gas,63376,"St Peters, MO",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1750-pro-tiller-103479962/,"$25,426 ",2019,(920) 310-3920,Power," Aluminum Fish Boats, Freshwater Fishing",18',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
34610,https://www.boattrader.com/listing/1985-kenner-ski-barge-103390958/,"$2,995 ",1985,(901) 350-4573,Power, Other,19',Kenner,Fiberglass,Other,38111,"Memphis, TN",Other
32210,https://www.boattrader.com/listing/2019-bayliner-element-e18-103551695/,"$21,500 ",2019,(888) 782-2553,Power, Bowrider,18',Bayliner,Fiberglass,Other,74331,"Afton, OK",Other
12667,https://www.boattrader.com/listing/2019-crestliner-220-rally-fc-103680934/,"$29,662 ",2019,(920) 310-3920,Power," Pontoon Boats, Freshwater Fishing",22',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
32210,https://www.boattrader.com/listing/2019-bayliner-element-e18-103551695/,"$21,500 ",2019,(888) 782-2553,Power, Bowrider,18',Bayliner,Fiberglass,Other,74331,"Afton, OK",Other
34610,https://www.boattrader.com/listing/1985-kenner-ski-barge-103390958/,"$2,995 ",1985,(901) 350-4573,Power, Other,19',Kenner,Fiberglass,Other,38111,"Memphis, TN",Other
12667,https://www.boattrader.com/listing/2018-triton-216-fishunter-103692673/,"$52,600 ",2018,(920) 310-3920,Power, Freshwater Fishing,22',Triton,Fiberglass,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2019-vexus-avx1880-103489272/,"$31,646 ",2019,(920) 310-3920,Power, Other,19',Vexus,Aluminum,Other,54130,"Kaukauna, WI",Other
12703,https://www.boattrader.com/listing/2020-phoenix-919-pro-xp-103675360/,Request a Price,2020,(636) 206-8813,Power, Bass Boats,20',Phoenix,Fiberglass,Other,63376,"St Peters, MO",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1850-sportfish-sst-103602302/,"$44,613 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,20',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1700-vision-103680508/,"$22,873 ",2019,(920) 310-3920,Power," Aluminum Fish Boats, Freshwater Fishing",18',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103479860/,"$20,887 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2017-yamaha-boats-ar210-103568001/,"$41,999 ",2017,(315) 860-0453,Power," Jet Boats, Bowrider",21',Yamaha Boats,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-bayliner-170-bowrider-103535488/,"$21,499 ",2019,(920) 310-3920,Power," Bowrider, Runabouts",18',Bayliner,Fiberglass,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/1986-sea-ray-340-express-cruiser-102991107/,"$9,990 ",1986,(516) 418-8891,Power, Other,33',Sea Ray,Fiberglass,Other,11572,"Oceanside, NY",Other
12667,https://www.boattrader.com/listing/2018-crestliner-1950-fish-hawk-sc-103219479/,"$33,665 ",2018,(920) 310-3920,Power," Aluminum Fish Boats, Freshwater Fishing",20',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2019-aqua-patio-259-cbd-103514577/,"$74,999 ",2019,(315) 860-0453,Power, Pontoon Boats,25',Aqua Patio,Aluminum,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103601910/,"$18,075 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2019-bayliner-170-bowrider-103535685/,"$21,499 ",2019,(920) 310-3920,Power," Bowrider, Runabouts",18',Bayliner,Fiberglass,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103479866/,"$18,298 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/2005-rinker-fiesta-vee-270-103171753/,"$26,990 ",2005,(516) 418-8891,Power," Cruisers, Cuddy Cabin",30',Rinker,Fiberglass,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2019-hurricane-sundeck-217-ob-103514582/,"$48,999 ",2019,(315) 860-0453,Power, Deck Boats,21',Hurricane,Fiberglass,Other,13030,"Bridgeport, NY",Other
"5125""",https://www.boattrader.com/listing/2005-sea-ray-260-sundancer-103705690/,"$44,900 ",2005,(315) 860-0453,Power, Cruisers,28',Sea Ray,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103680430/,"$18,138 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2006-larson-senza-186-i-o-103341138/,"$15,699 ",2006,(920) 310-3920,Power," Other, Bowrider",19',Larson,Fiberglass,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2007-crownline-230-ls-103649511/,"$24,999 ",2007,(315) 860-0453,Power," Runabouts, Bowrider",24',Crownline,Fiberglass,Other,13030,"Bridgeport, NY",Other
"5125""",https://www.boattrader.com/listing/2019-sea-fox-226-traveler-103514593/,Request a Price,2019,(315) 860-0453,Power," Dual Console, Ski and Fish",22',Sea Fox,Fiberglass,Other,13030,"Bridgeport, NY",Other
"5125""",https://www.boattrader.com/listing/2008-fisher-liberty-180-103637441/,"$9,999 ",2008,(315) 860-0453,Power, Pontoon Boats,20',Fisher,Aluminum,Other,13030,"Bridgeport, NY",Other
"5618""",https://www.boattrader.com/listing/1987-rampage-sport-fish-103160073/,"$19,999 ",1987,(516) 418-8891,Power, Other,31',Rampage,Fiberglass,Diesel,11572,"Oceanside, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103680436/,"$18,138 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2012-cypress-cay-210-seabreeze-103705499/,"$17,999 ",2012,(315) 860-0453,Power, Pontoon Boats,20',Cypress Cay,Aluminum,Other,13030,"Bridgeport, NY",Other
"5125""",https://www.boattrader.com/listing/2012-cypress-cay-210-seabreeze-103705499/,"$17,999 ",2012,(315) 860-0453,Power, Pontoon Boats,20',Cypress Cay,Aluminum,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103680436/,"$18,138 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1850-raptor-wt-103602307/,"$35,211 ",2019,(920) 310-3920,Power," Aluminum Fish Boats, Freshwater Fishing",19',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2009-four-winns-h180-103628224/,"$13,699 ",2009,(920) 310-3920,Power," Runabouts, Bowrider",17',Four Winns,Fiberglass,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2020-grady-white-freedom-235-103716760/,"$148,015 ",2020,(315) 860-0453,Power," Dual Console, Saltwater Fishing",24',Grady-White,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2010-crestliner-super-hawk-1700-103654256/,"$19,999 ",2010,(920) 310-3920,Power," Ski and Fish, Freshwater Fishing, Aluminum Fish Boats",17',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2019-bayliner-vr4-bowrider-ob-103265210/,"$23,956 ",2019,(920) 310-3920,Power," Bowrider, Runabouts",19',Bayliner,Fiberglass,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/1979-garvey-open-103419189/,"$1,290 ",1979,(516) 418-8891,Power, Other,15',garvey,Wood,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2015-aqua-patio-220-103602520/,"$32,999 ",2015,(315) 860-0453,Power, Pontoon Boats,24',Aqua Patio,Aluminum,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/1994-sylvan-v17-pro-select-103417919/,"$6,999 ",1994,(920) 310-3920,Power, Aluminum Fish Boats,17',Sylvan,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2015-crestliner-1850-pro-tiller-103717611/,"$23,999 ",2015,(920) 310-3920,Power," Aluminum Fish Boats, Freshwater Fishing",19',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2017-yamaha-boats-sx240-103678466/,"$44,999 ",2017,(315) 860-0453,Power," Jet Boats, Bowrider",24',Yamaha Boats,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2014-misty-harbor-2285-fs-103465564/,"$19,999 ",2014,(920) 310-3920,Power, Other,22',Misty Harbor,Aluminum,Other,54130,"Kaukauna, WI",Other
34610,https://www.boattrader.com/listing/2020-avalon-ven-1880-bf-103696105/,Request a Price,2020,(901) 350-4573,Power, Pontoon Boats,18',Avalon,Aluminum,Other,38111,"Memphis, TN",Other
"5125""",https://www.boattrader.com/listing/2017-aqua-patio-235-ul-103620745/,"$54,999 ",2017,(315) 860-0453,Power, Pontoon Boats,24',Aqua Patio,Aluminum,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103601740/,"$18,151 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2019-sunchaser-geneva-22-fish-deluxe-103486405/,"$26,325 ",2019,(920) 310-3920,Power, Other,22',SunChaser,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2015-yamaha-boats-sx190-103699145/,"$22,900 ",2015,(315) 860-0453,Power," Bowrider, Jet Boats, Ski and Wakeboard Boats",19',Yamaha Boats,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2014-bennington-24-sbrx-103668359/,"$25,999 ",2014,(920) 310-3920,Power, Pontoon Boats,24',Bennington,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2019-grady-white-freedom-192-103428903/,"$71,251 ",2019,(315) 860-0453,Power, Dual Console,19',Grady-White,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103680451/,"$18,138 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/1989-bertram-flybridge-cruiser-103447104/,"$23,900 ",1989,(516) 418-8891,Power, Flybridge,33',Bertram,Fiberglass,Gas,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/2018-clearwater-2300-cc-103219202/,"$59,900 ",2018,(516) 418-8891,Power, Saltwater Fishing,23',Clearwater,Fiberglass,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2019-sea-fox-186-commander-103514588/,Request a Price,2019,(315) 860-0453,Power," Other, Saltwater Fishing",18',Sea Fox,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2018-cypress-cay-seabreeze-233-slp-103224471/,"$28,197 ",2018,(920) 310-3920,Power, Pontoon Boats,23',Cypress Cay,Aluminum,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/2018-carolina-skiff-21-ultra-elite-103362347/,Request a Price,2018,(516) 418-8891,Power, Center Consoles,21',Carolina Skiff,Fiberglass,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2019-tahoe-pontoon-lt-cruise-2-20--103688604/,"$28,999 ",2019,(315) 860-0453,Power, Pontoon Boats,20',Tahoe Pontoon,Aluminum,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103680453/,"$18,270 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2019-tahoe-pontoon-lt-cruise-2-20--103688604/,"$28,999 ",2019,(315) 860-0453,Power, Pontoon Boats,20',Tahoe Pontoon,Aluminum,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1600-vision-103680453/,"$18,270 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,16',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2019-sea-fox-248-commander-103514587/,Request a Price,2019,(315) 860-0453,Power," Other, Saltwater Fishing",24',Sea Fox,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1850-fish-hawk-wt-js-103680763/,"$32,938 ",2019,(920) 310-3920,Power," Aluminum Fish Boats, Freshwater Fishing",19',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/2000-regal-2760-commodore-103672509/,"$19,999 ",2000,(516) 418-8891,Power, Other,27',Regal,Fiberglass,Other,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/2019-carolina-skiff-16-jvx-cc-103530191/,Request a Price,2019,(516) 418-8891,Power," Center Consoles, Aft Cabin",16',Carolina Skiff,Fiberglass,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2020-yamaha-boats-212x-103702534/,"$65,949 ",2020,(315) 860-0453,Power," Jet Boats, Ski and Wakeboard Boats",21',Yamaha Boats,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1750-raptor-sc-103680584/,"$29,170 ",2019,(920) 310-3920,Power," Freshwater Fishing, Aluminum Fish Boats",18',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/2018-carolina-skiff-1655-dlx-cc-103527569/,"$16,200 ",2018,(516) 418-8891,Power, Center Consoles,16',Carolina Skiff,Fiberglass,Other,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/2019-carolina-skiff-218-dlv-cc-pre-rig-103529731/,Request a Price,2019,(516) 418-8891,Power, Center Consoles,21',Carolina Skiff,Fiberglass,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2020-yamaha-boats-ar210-103702524/,"$48,849 ",2020,(315) 860-0453,Power," Jet Boats, Bowrider",21',Yamaha Boats,Fiberglass,Other,13030,"Bridgeport, NY",Other
"5618""",https://www.boattrader.com/listing/1998-sea-ray-240-sundancer-103717172/,"$19,900 ",1998,(516) 418-8891,Power, Other,24',Sea Ray,Fiberglass,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2018-grady-white-freedom-192-103645921/,"$53,999 ",2018,(315) 860-0453,Power, Other,19',Grady-White,Fiberglass,Other,13030,"Bridgeport, NY",Other
"5125""",https://www.boattrader.com/listing/1998-nautique-19-nautique-103652846/,"$7,000 ",1998,(315) 860-0453,Power, Other,19',Nautique,Fiberglass,Other,13030,"Bridgeport, NY",Other
"5618""",https://www.boattrader.com/listing/2019-carolina-skiff-2480-dlx-kit-103601431/,"$10,995 ",2019,(516) 418-8891,Power, Utility Boats,24',Carolina Skiff,Fiberglass,Other,11572,"Oceanside, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1700-vision-103680509/,"$22,873 ",2019,(920) 310-3920,Power," Aluminum Fish Boats, Freshwater Fishing",18',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/2003-sea-ray-260-sundancer-103440062/,"$32,900 ",2003,(516) 418-8891,Power, Other,26',Sea Ray,Fiberglass,Gas,11572,"Oceanside, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1650-discovery-sc-103535690/,"$16,573 ",2019,(920) 310-3920,Power," Aluminum Fish Boats, Freshwater Fishing",17',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/2003-osprey-pilothouse-fisherman-103465159/,"$49,990 ",2003,(516) 418-8891,Power, Saltwater Fishing,24',Osprey Pilothouse,Fiberglass,Gas,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/1982-grady-white-22-sea-farer-103420003/,"$10,200 ",1982,(516) 418-8891,Power, Saltwater Fishing,22',Grady-White,Fiberglass,Other,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/1989-luhrs-342-tournament-103545807/,"$32,990 ",1989,(516) 418-8891,Power, Saltwater Fishing,34',Luhrs,Fiberglass,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2020-yamaha-boats-195s-103702522/,"$42,849 ",2020,(315) 860-0453,Power," Jet Boats, Bowrider",19',Yamaha Boats,Fiberglass,Other,13030,"Bridgeport, NY",Other
"5125""",https://www.boattrader.com/listing/2018-yamaha-boats-ar195-103662700/,"$34,999 ",2018,(315) 860-0453,Power," Jet Boats, Bowrider",19',Yamaha Boats,Fiberglass,Other,13030,"Bridgeport, NY",Other
"5618""",https://www.boattrader.com/listing/1972-boston-whaler-21-outrage-103615471/,"$16,500 ",1972,(516) 418-8891,Power, Center Consoles,21',Boston Whaler,Fiberglass,Other,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/1973-mckee-craft-side-console-103590400/,"$4,790 ",1973,(516) 418-8891,Small Boats, Tender,14',McKee Craft,Fiberglass,Other,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/2001-sea-ray-260-sundancer-103615729/,"$21,900 ",2001,(516) 418-8891,Power, Other,26',Sea Ray,Fiberglass,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2005-stingray-180-rx-103679677/,"$8,995 ",2005,(315) 860-0453,Power," Runabouts, Bowrider",18',Stingray,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2020-crestliner-1750-super-hawk-wt-103704900/,"$34,701 ",2020,(920) 310-3920,Power, Other,17',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/1972-boston-whaler-21-outrage-103615471/,"$16,500 ",1972,(516) 418-8891,Power, Center Consoles,21',Boston Whaler,Fiberglass,Other,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/2001-sea-ray-260-sundancer-103615729/,"$21,900 ",2001,(516) 418-8891,Power, Other,26',Sea Ray,Fiberglass,Other,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/1973-mckee-craft-side-console-103590400/,"$4,790 ",1973,(516) 418-8891,Small Boats, Tender,14',McKee Craft,Fiberglass,Other,11572,"Oceanside, NY",Other
"5125""",https://www.boattrader.com/listing/2005-stingray-180-rx-103679677/,"$8,995 ",2005,(315) 860-0453,Power," Runabouts, Bowrider",18',Stingray,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2020-crestliner-1750-super-hawk-wt-103704900/,"$34,701 ",2020,(920) 310-3920,Power, Other,17',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5618""",https://www.boattrader.com/listing/1998-stratos-2180-bay-103615468/,"$8,990 ",1998,(516) 418-8891,Power, Other,21',Stratos,Fiberglass,Other,11572,"Oceanside, NY",Other
"5618""",https://www.boattrader.com/listing/1987-winner-2280-brougham-103673060/,"$16,500 ",1987,(516) 418-8891,Power, Other,22',Winner,Fiberglass,Other,11572,"Oceanside, NY",Other
12667,https://www.boattrader.com/listing/2020-crestliner-1750-super-hawk-wt-103704898/,"$34,701 ",2020,(920) 310-3920,Power, Other,17',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
12667,https://www.boattrader.com/listing/2020-crestliner-1750-super-hawk-wt-103704899/,"$38,452 ",2020,(920) 310-3920,Power, Other,17',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2019-sweetwater-sunrise-226-bf-103514585/,"$28,999 ",2019,(315) 860-0453,Power, Pontoon Boats,20',Sweetwater,Aluminum,Other,13030,"Bridgeport, NY",Other
"5125""",https://www.boattrader.com/listing/2008-mirrocraft-1615-outfitter-103656274/,"$7,999 ",2008,(315) 860-0453,Power," Freshwater Fishing, Aluminum Fish Boats",16',MirroCraft,Aluminum,Other,13030,"Bridgeport, NY",Other
"5125""",https://www.boattrader.com/listing/2019-hurricane-fundeck-236sb-ob-103514572/,"$52,999 ",2019,(315) 860-0453,Power, Deck Boats,24',Hurricane,Fiberglass,Other,13030,"Bridgeport, NY",Other
12667,https://www.boattrader.com/listing/2019-crestliner-1850-sportfish-outboard-103509454/,"$37,620 ",2019,(920) 310-3920,Power, Aluminum Fish Boats,19',Crestliner,Aluminum,Other,54130,"Kaukauna, WI",Other
"5125""",https://www.boattrader.com/listing/2020-yamaha-boats-sx190-103702523/,"$32,849 ",2020,(315) 860-0453,Power," Jet Boats, Bowrider",19',Yamaha Boats,Fiberglass,Other,13030,"Bridgeport, NY",Other
"5125""",https://www.boattrader.com/listing/2019-hurricane-sundeck-sport-192-rl-ob-103514575/,"$38,999 ",2019,(315) 860-0453,Power, Deck Boats,19',Hurricane,Fiberglass,Other,13030,"Bridgeport, NY",Other
39122,https://www.boattrader.com/listing/2015-cobia-277-103719818/,"$117,500 ",2015,(813) 437-3496,Power," Center Consoles, Sports Fishing Boats, Saltwater Fishing",28',Cobia,Fiberglass,,33570,"Bradenton, FL",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-sx190-103682045/,"$30,399 ",2020,(651) 358-2541,Power, Cruisers,19',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2016-tramm-22-fish-103693138/,"$17,999 ",2016,(651) 358-2541,Power, Pontoon Boats,22',Tramm,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-210-fsh-sport-103699621/,"$47,499 ",2020,(651) 358-2541,Power, Cruisers,21',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2015-yamaha-boats-sx190-103709092/,"$21,999 ",2015,(651) 358-2541,Power, Cruisers,19',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2019-bennington-25ssrcfbxp-103640878/,"$59,999 ",2019,(651) 358-2541,Power, Pontoon Boats,27',Bennington,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2019-bennington-21slx-pt-103640881/,"$29,352 ",2019,(651) 358-2541,Power, Pontoon Boats,1',Bennington,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-212x-103707365/,"$62,399 ",2020,(651) 358-2541,Power, Cruisers,21',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-212x-103699732/,"$62,399 ",2020,(651) 358-2541,Power, Cruisers,21',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-sea-doo-spark-3-up-trixx-103704774/,"$8,749 ",2020,(651) 358-2541,PWC, Personal Watercraft,10',Sea-Doo,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-gp1800r-svho-103693143/,"$14,399 ",2020,(651) 358-2541,PWC, Personal Watercraft,11',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-monterey-224fs-bowrider-103640916/,"$39,999 ",2020,(651) 358-2541,Power, Cruisers,23',Monterey,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-212x-103699624/,"$56,599 ",2020,(651) 358-2541,Power, Cruisers,21',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-monterey-224fs-bowrider-103640916/,"$39,999 ",2020,(651) 358-2541,Power, Cruisers,23',Monterey,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-212x-103699624/,"$56,599 ",2020,(651) 358-2541,Power, Cruisers,21',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-sx190-103693144/,"$30,399 ",2020,(651) 358-2541,Power, Cruisers,20',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-sx195-103662122/,"$36,599 ",2020,(651) 358-2541,Power, Cruisers,19',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-gp1800r-ho-103693146/,"$12,299 ",2020,(651) 358-2541,PWC, Personal Watercraft,11',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-ex-deluxe-103713380/,"$8,899 ",2020,(651) 358-2541,PWC, Personal Watercraft,10',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-sea-doo-spark-2-up-trixx-103704769/,"$8,149 ",2020,(651) 358-2541,PWC, Personal Watercraft,10',Sea-Doo,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2019-yamaha-boats-sx210-103712487/,"$36,499 ",2019,(651) 358-2541,Power, Cruisers,21',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-gp1800r-ho-103693136/,"$12,299 ",2020,(651) 358-2541,PWC, Personal Watercraft,11',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-sea-doo-spark-3-up-trixx-103704766/,"$8,749 ",2020,(651) 358-2541,PWC, Personal Watercraft,10',Sea-Doo,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-ex-sport-103713377/,"$7,899 ",2020,(651) 358-2541,PWC, Personal Watercraft,10',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-sx195-103662125/,"$36,599 ",2020,(651) 358-2541,Power, Cruisers,19',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-sx195-103682044/,"$36,599 ",2020,(651) 358-2541,Power, Cruisers,19',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2020-yamaha-boats-ar240-103693167/,"$58,699 ",2020,(651) 358-2541,Power, Cruisers,24',Yamaha Boats,Other,Other,55066,"Red Wing, MN",Other
27369,https://www.boattrader.com/listing/2018-bennington-22ssrcx-103676916/,"$39,999 ",2018,(651) 358-2541,Power, Pontoon Boats,1',Bennington,Other,Other,55066,"Red Wing, MN",Other
